user_id,signup_date,acquisition_channel,device,country
U01184,2025-02-08,Referral,Android,Nigeria
U01185,2025-02-26,Facebook Ads,iOS,Nigeria
U01186,2025-01-17,Google Ads,Android,Nigeria
U01187,2025-04-13,Google Ads,iOS,Nigeria
U01188,2025-03-27,Facebook Ads,Android,Nigeria
U01189,2025-03-31,Google Ads,Android,Nigeria
U01190,2025-02-13,Organic,Android,Nigeria
U01191,2025-01-25,Facebook Ads,Android,Nigeria
U01192,2025-01-17,Facebook Ads,Android,Nigeria
U01193,2025-01-13,Google Ads,iOS,Nigeria
U01194,2025-03-25,Referral,iOS,Nigeria
U01195,2025-01-25,Organic,iOS,Nigeria
U01196,2025-03-09,Google Ads,iOS,Nigeria
U01197,2025-01-10,Referral,iOS,Nigeria
U01198,2025-03-08,Google Ads,Android,Nigeria
U01199,2025-04-15,Google Ads,Android,Nigeria
U01200,2025-04-19,Facebook Ads,Android,Nigeria
U01201,2025-01-18,Facebook Ads,Android,Nigeria
U01202,2025-04-21,Facebook Ads,iOS,Nigeria
U01203,2025-04-10,Google Ads,Android,Nigeria
U01204,2025-04-21,Facebook Ads,Android,Nigeria
U01205,2025-03-27,Organic,iOS,Nigeria
U01206,2025-02-03,Facebook Ads,Android,Nigeria
U01207,2025-04-21,Facebook Ads,Android,Nigeria
U01208,2025-01-08,Google Ads,iOS,Nigeria
U01209,2025-02-09,Referral,iOS,Nigeria
U01210,2025-04-23,Facebook Ads,Android,Nigeria
U01211,2025-04-18,Facebook Ads,iOS,Nigeria
U01212,2025-03-24,Organic,iOS,Nigeria
U01213,2025-02-11,Facebook Ads,iOS,Nigeria
U01214,2025-02-10,Facebook Ads,iOS,Nigeria
U01215,2025-04-11,Referral,Android,Nigeria
U01216,2025-01-06,Facebook Ads,Android,Nigeria
U01217,2025-02-21,Google Ads,Android,Nigeria
U01218,2025-01-26,Facebook Ads,Android,Nigeria
U01219,2025-03-05,Facebook Ads,Android,Nigeria
U01220,2025-04-08,Facebook Ads,Android,Nigeria
U01221,2025-02-28,Facebook Ads,Android,Nigeria
U01222,2025-02-25,Facebook Ads,Android,Nigeria
U01223,2025-02-28,Facebook Ads,Android,Nigeria
U01224,2025-04-19,Referral,iOS,Nigeria
U01225,2025-03-11,Facebook Ads,Android,Nigeria
U01226,2025-04-11,Google Ads,Android,Nigeria
U01227,2025-02-02,Referral,Android,Nigeria
U01228,2025-02-22,Google Ads,Android,Nigeria
U01229,2025-01-22,Facebook Ads,iOS,Nigeria
U01230,2025-01-21,Organic,Android,Nigeria
U01231,2025-03-11,Facebook Ads,Android,Nigeria
U01232,2025-03-11,Facebook Ads,Android,Nigeria
U01233,2025-04-29,Referral,Android,Nigeria
U01234,2025-04-22,Google Ads,Android,Nigeria
U01235,2025-01-04,Google Ads,Android,Nigeria
U01236,2025-04-04,Facebook Ads,Android,Nigeria
U01237,2025-03-16,Google Ads,iOS,Nigeria
U01238,2025-03-03,Facebook Ads,Android,Nigeria
U01239,2025-03-03,Organic,Android,Nigeria
U01240,2025-04-04,Facebook Ads,Android,Nigeria
U01241,2025-04-05,Referral,Android,Nigeria
U01242,2025-01-24,Google Ads,Android,Nigeria
U01243,2025-02-24,Referral,Android,Nigeria
U01244,2025-01-09,Referral,iOS,Nigeria
U01245,2025-04-29,Google Ads,Android,Nigeria
U01246,2025-01-03,Facebook Ads,iOS,Nigeria
U01247,2025-04-25,Facebook Ads,Android,Nigeria
U01248,2025-01-31,Facebook Ads,iOS,Nigeria
U01249,2025-02-09,Referral,Android,Nigeria
U01250,2025-04-11,Referral,iOS,Nigeria
U01251,2025-02-05,Google Ads,Android,Nigeria
U01252,2025-01-24,Facebook Ads,iOS,Nigeria
U01253,2025-04-05,Facebook Ads,iOS,Nigeria
U01254,2025-01-06,Google Ads,Android,Nigeria
U01255,2025-03-07,Google Ads,Android,Nigeria
U01256,2025-03-25,Referral,iOS,Nigeria
U01257,2025-04-02,Organic,Android,Nigeria
U01258,2025-03-16,Facebook Ads,Android,Nigeria
U01259,2025-01-04,Google Ads,iOS,Nigeria
U01260,2025-03-20,Google Ads,Android,Nigeria
U01261,2025-01-06,Facebook Ads,Android,Nigeria
U01262,2025-04-28,Facebook Ads,Android,Nigeria
U01263,2025-04-23,Facebook Ads,iOS,Nigeria
U01264,2025-04-04,Referral,Android,Nigeria
U01265,2025-04-30,Google Ads,Android,Nigeria
U01266,2025-04-12,Google Ads,Android,Nigeria
U01267,2025-02-20,Organic,iOS,Nigeria
U01268,2025-03-03,Referral,Android,Nigeria
U01269,2025-02-26,Facebook Ads,Android,Nigeria
U01270,2025-03-07,Google Ads,Android,Nigeria
U01271,2025-03-20,Google Ads,iOS,Nigeria
U01272,2025-03-16,Referral,iOS,Nigeria
U01273,2025-01-08,Referral,Android,Nigeria
U01274,2025-01-26,Google Ads,Android,Nigeria
U01275,2025-02-20,Facebook Ads,iOS,Nigeria
U01276,2025-02-14,Referral,Android,Nigeria
U01277,2025-02-13,Facebook Ads,Android,Nigeria
U01278,2025-01-05,Facebook Ads,iOS,Nigeria
U01279,2025-03-11,Facebook Ads,iOS,Nigeria
U01280,2025-01-26,Facebook Ads,Android,Nigeria
U01281,2025-04-28,Facebook Ads,Android,Nigeria
U01282,2025-03-09,Referral,Android,Nigeria
U01283,2025-01-19,Organic,Android,Nigeria
U01284,2025-03-25,Facebook Ads,iOS,Nigeria
U01285,2025-04-07,Facebook Ads,iOS,Nigeria
U01286,2025-01-20,Facebook Ads,iOS,Nigeria
U01287,2025-04-23,Facebook Ads,Android,Nigeria
U01288,2025-01-12,Facebook Ads,Android,Nigeria
U01289,2025-02-16,Organic,Android,Nigeria
U01290,2025-01-01,Facebook Ads,Android,Nigeria
U01291,2025-03-31,Google Ads,iOS,Nigeria
U01292,2025-01-14,Facebook Ads,Android,Nigeria
U01293,2025-03-05,Referral,Android,Nigeria
U01294,2025-02-07,Referral,Android,Nigeria
U01295,2025-02-06,Organic,iOS,Nigeria
U01296,2025-01-11,Referral,iOS,Nigeria
U01297,2025-04-10,Facebook Ads,iOS,Nigeria
U01298,2025-03-18,Facebook Ads,Android,Nigeria
U01299,2025-04-17,Google Ads,Android,Nigeria
U01300,2025-01-03,Facebook Ads,Android,Nigeria
U01301,2025-02-02,Google Ads,Android,Nigeria
U01302,2025-01-06,Facebook Ads,Android,Nigeria
U01303,2025-02-19,Facebook Ads,Android,Nigeria
U01304,2025-04-30,Google Ads,Android,Nigeria
U01305,2025-01-10,Google Ads,Android,Nigeria
U01306,2025-01-05,Referral,Android,Nigeria
U01307,2025-01-23,Facebook Ads,Android,Nigeria
U01308,2025-01-10,Google Ads,Android,Nigeria
U01309,2025-02-13,Facebook Ads,Android,Nigeria
U01310,2025-01-02,Facebook Ads,Android,Nigeria
U01311,2025-01-13,Google Ads,Android,Nigeria
U01312,2025-02-09,Facebook Ads,iOS,Nigeria
U01313,2025-01-02,Facebook Ads,iOS,Nigeria
U01314,2025-03-25,Facebook Ads,Android,Nigeria
U01315,2025-03-06,Facebook Ads,Android,Nigeria
U01316,2025-03-04,Facebook Ads,Android,Nigeria
U01317,2025-04-11,Facebook Ads,iOS,Nigeria
U01318,2025-03-14,Facebook Ads,iOS,Nigeria
U01319,2025-01-17,Facebook Ads,Android,Nigeria
U01320,2025-01-09,Google Ads,Android,Nigeria
U01321,2025-03-16,Facebook Ads,Android,Nigeria
U01322,2025-01-15,Facebook Ads,Android,Nigeria
U01323,2025-01-24,Facebook Ads,Android,Nigeria
U01324,2025-02-07,Google Ads,Android,Nigeria
U01325,2025-04-29,Referral,Android,Nigeria
U01326,2025-02-04,Referral,Android,Nigeria
U01327,2025-04-04,Referral,iOS,Nigeria
U01328,2025-04-05,Google Ads,iOS,Nigeria
U01329,2025-02-18,Google Ads,Android,Nigeria
U01330,2025-03-10,Google Ads,Android,Nigeria
U01331,2025-03-03,Facebook Ads,Android,Nigeria
U01332,2025-03-01,Facebook Ads,Android,Nigeria
U01333,2025-04-18,Facebook Ads,Android,Nigeria
U01334,2025-02-19,Organic,Android,Nigeria
U01335,2025-03-19,Google Ads,iOS,Nigeria
U01336,2025-04-27,Referral,Android,Nigeria
U01337,2025-04-30,Facebook Ads,Android,Nigeria
U01338,2025-03-16,Google Ads,Android,Nigeria
U01339,2025-01-09,Facebook Ads,Android,Nigeria
U01340,2025-02-03,Facebook Ads,Android,Nigeria
U01341,2025-03-17,Referral,iOS,Nigeria
U01342,2025-04-09,Google Ads,iOS,Nigeria
U01343,2025-02-04,Facebook Ads,Android,Nigeria
U01344,2025-01-01,Referral,Android,Nigeria
U01345,2025-02-09,Facebook Ads,iOS,Nigeria
U01346,2025-03-05,Organic,Android,Nigeria
U01347,2025-01-22,Facebook Ads,iOS,Nigeria
U01348,2025-03-01,Facebook Ads,Android,Nigeria
U01349,2025-03-05,Facebook Ads,Android,Nigeria
U01350,2025-04-03,Facebook Ads,Android,Nigeria
U01351,2025-03-13,Facebook Ads,Android,Nigeria
U01352,2025-01-11,Google Ads,iOS,Nigeria
U01353,2025-04-15,Referral,Android,Nigeria
U01354,2025-04-11,Referral,Android,Nigeria
U01355,2025-01-14,Facebook Ads,Android,Nigeria
U01356,2025-03-01,Google Ads,iOS,Nigeria
U01357,2025-01-30,Facebook Ads,Android,Nigeria
U01358,2025-02-04,Facebook Ads,iOS,Nigeria
U01359,2025-03-26,Google Ads,Android,Nigeria
U01360,2025-02-06,Google Ads,Android,Nigeria
U01361,2025-01-05,Facebook Ads,Android,Nigeria
U01362,2025-03-24,Facebook Ads,Android,Nigeria
U01363,2025-03-19,Organic,Android,Nigeria
U01364,2025-01-26,Facebook Ads,Android,Nigeria
U01365,2025-03-03,Google Ads,Android,Nigeria
U01366,2025-01-04,Google Ads,Android,Nigeria
U01367,2025-03-30,Facebook Ads,Android,Nigeria
U01368,2025-04-19,Facebook Ads,Android,Nigeria
U01369,2025-02-11,Facebook Ads,iOS,Nigeria
U01370,2025-03-30,Referral,Android,Nigeria
U01371,2025-01-18,Google Ads,iOS,Nigeria
U01372,2025-02-09,Google Ads,Android,Nigeria
U01373,2025-03-13,Organic,Android,Nigeria
U01374,2025-02-08,Referral,Android,Nigeria
U01375,2025-04-14,Google Ads,Android,Nigeria
U01376,2025-01-14,Google Ads,Android,Nigeria
U01377,2025-02-01,Google Ads,Android,Nigeria
U01378,2025-02-20,Google Ads,Android,Nigeria
U01379,2025-02-07,Google Ads,Android,Nigeria
U01380,2025-04-07,Google Ads,iOS,Nigeria
U01381,2025-01-23,Facebook Ads,iOS,Nigeria
U01382,2025-03-04,Google Ads,Android,Nigeria
U01383,2025-01-15,Facebook Ads,Android,Nigeria
U01384,2025-04-07,Facebook Ads,iOS,Nigeria
U01385,2025-01-25,Facebook Ads,iOS,Nigeria
U01386,2025-01-17,Google Ads,Android,Nigeria
U01387,2025-04-07,Google Ads,Android,Nigeria
U01388,2025-04-21,Facebook Ads,iOS,Nigeria
U01389,2025-04-29,Google Ads,iOS,Nigeria
U01390,2025-03-07,Google Ads,Android,Nigeria
U01391,2025-03-19,Facebook Ads,Android,Nigeria
U01392,2025-02-22,Google Ads,iOS,Nigeria
U01393,2025-04-14,Referral,iOS,Nigeria
U01394,2025-04-14,Referral,iOS,Nigeria
U01395,2025-02-20,Google Ads,iOS,Nigeria
U01396,2025-02-08,Google Ads,Android,Nigeria
U01397,2025-02-20,Facebook Ads,iOS,Nigeria
U01398,2025-03-11,Facebook Ads,Android,Nigeria
U01399,2025-01-06,Facebook Ads,iOS,Nigeria
U01400,2025-03-08,Organic,Android,Nigeria
U01401,2025-01-07,Facebook Ads,iOS,Nigeria
U01402,2025-02-20,Facebook Ads,Android,Nigeria
U01403,2025-03-13,Referral,Android,Nigeria
U01404,2025-02-11,Organic,Android,Nigeria
U01405,2025-03-05,Referral,Android,Nigeria
U01406,2025-04-26,Facebook Ads,iOS,Nigeria
U01407,2025-01-15,Facebook Ads,iOS,Nigeria
U01408,2025-04-21,Facebook Ads,Android,Nigeria
U01409,2025-01-29,Facebook Ads,Android,Nigeria
U01410,2025-02-02,Facebook Ads,iOS,Nigeria
U01411,2025-04-26,Google Ads,iOS,Nigeria
U01412,2025-04-04,Organic,iOS,Nigeria
U01413,2025-04-13,Facebook Ads,iOS,Nigeria
U01414,2025-01-27,Google Ads,iOS,Nigeria
U01415,2025-02-05,Google Ads,Android,Nigeria
U01416,2025-01-29,Facebook Ads,iOS,Nigeria
U01417,2025-02-07,Google Ads,Android,Nigeria
U01418,2025-02-26,Facebook Ads,iOS,Nigeria
U01419,2025-04-07,Facebook Ads,iOS,Nigeria
U01420,2025-04-11,Referral,Android,Nigeria
U01421,2025-01-27,Facebook Ads,Android,Nigeria
U01422,2025-02-24,Organic,Android,Nigeria
U01423,2025-02-02,Facebook Ads,Android,Nigeria
U01424,2025-03-09,Google Ads,Android,Nigeria
U01425,2025-03-27,Google Ads,iOS,Nigeria
U01426,2025-03-07,Facebook Ads,Android,Nigeria
U01427,2025-01-10,Facebook Ads,Android,Nigeria
U01428,2025-01-05,Google Ads,iOS,Nigeria
U01429,2025-03-15,Referral,iOS,Nigeria
U01430,2025-04-07,Referral,Android,Nigeria
U01431,2025-04-28,Google Ads,iOS,Nigeria
U01432,2025-02-07,Referral,Android,Nigeria
U01433,2025-01-13,Google Ads,Android,Nigeria
U01434,2025-01-31,Referral,Android,Nigeria
U01435,2025-02-16,Google Ads,Android,Nigeria
U01436,2025-04-10,Google Ads,Android,Nigeria
U01437,2025-04-19,Referral,iOS,Nigeria
U01438,2025-03-29,Facebook Ads,iOS,Nigeria
U01439,2025-02-21,Referral,Android,Nigeria
U01440,2025-02-25,Google Ads,Android,Nigeria
U01441,2025-01-15,Facebook Ads,Android,Nigeria
U01442,2025-01-29,Facebook Ads,iOS,Nigeria
U01443,2025-01-08,Facebook Ads,iOS,Nigeria
U01444,2025-01-05,Google Ads,Android,Nigeria
U01445,2025-01-29,Referral,Android,Nigeria
U01446,2025-02-16,Facebook Ads,Android,Nigeria
U01447,2025-03-09,Referral,Android,Nigeria
U01448,2025-03-17,Referral,Android,Nigeria
U01449,2025-02-14,Facebook Ads,Android,Nigeria
U01450,2025-01-02,Referral,Android,Nigeria
U01451,2025-01-27,Organic,Android,Nigeria
U01452,2025-04-05,Referral,Android,Nigeria
U01453,2025-04-25,Referral,Android,Nigeria
U01454,2025-04-25,Organic,iOS,Nigeria
U01455,2025-02-05,Google Ads,iOS,Nigeria
U01456,2025-02-05,Facebook Ads,iOS,Nigeria
U01457,2025-01-26,Referral,iOS,Nigeria
U01458,2025-02-12,Google Ads,Android,Nigeria
U01459,2025-01-27,Google Ads,Android,Nigeria
U01460,2025-03-10,Facebook Ads,iOS,Nigeria
U01461,2025-01-20,Referral,Android,Nigeria
U01462,2025-01-11,Facebook Ads,Android,Nigeria
U01463,2025-03-15,Organic,Android,Nigeria
U01464,2025-04-14,Facebook Ads,Android,Nigeria
U01465,2025-02-07,Facebook Ads,Android,Nigeria
U01466,2025-01-06,Google Ads,Android,Nigeria
U01467,2025-03-13,Facebook Ads,iOS,Nigeria
U01468,2025-01-23,Google Ads,Android,Nigeria
U01469,2025-02-16,Organic,iOS,Nigeria
U01470,2025-03-31,Referral,Android,Nigeria
U01471,2025-02-15,Facebook Ads,iOS,Nigeria
U01472,2025-04-17,Facebook Ads,Android,Nigeria
U01473,2025-01-12,Referral,Android,Nigeria
U01474,2025-03-31,Organic,Android,Nigeria
U01475,2025-01-13,Google Ads,Android,Nigeria
U01476,2025-04-14,Google Ads,Android,Nigeria
U01477,2025-03-03,Facebook Ads,Android,Nigeria
U01478,2025-03-23,Referral,Android,Nigeria
U01479,2025-03-30,Google Ads,Android,Nigeria
U01480,2025-04-07,Facebook Ads,iOS,Nigeria
U01481,2025-04-21,Facebook Ads,iOS,Nigeria
U01482,2025-04-14,Referral,Android,Nigeria
U01483,2025-03-01,Facebook Ads,Android,Nigeria
U01484,2025-02-12,Facebook Ads,iOS,Nigeria
U01485,2025-03-17,Google Ads,Android,Nigeria
U01486,2025-04-18,Facebook Ads,Android,Nigeria
U01487,2025-04-10,Facebook Ads,Android,Nigeria
U01488,2025-04-22,Referral,Android,Nigeria
U01489,2025-03-09,Referral,Android,Nigeria
U01490,2025-01-05,Referral,Android,Nigeria
U01491,2025-04-30,Referral,Android,Nigeria
U01492,2025-02-06,Google Ads,Android,Nigeria
U01493,2025-03-13,Referral,iOS,Nigeria
U01494,2025-04-16,Facebook Ads,Android,Nigeria
U01495,2025-04-23,Google Ads,Android,Nigeria
U01496,2025-04-02,Organic,Android,Nigeria
U01497,2025-01-31,Facebook Ads,Android,Nigeria
U01498,2025-01-09,Facebook Ads,Android,Nigeria
U01499,2025-04-28,Google Ads,Android,Nigeria
U01500,2025-02-20,Facebook Ads,Android,Nigeria
U01501,2025-01-29,Facebook Ads,Android,Nigeria
U01502,2025-03-19,Referral,Android,Nigeria
U01503,2025-02-09,Organic,Android,Nigeria
U01504,2025-02-10,Google Ads,iOS,Nigeria
U01505,2025-03-27,Facebook Ads,Android,Nigeria
U01506,2025-01-11,Facebook Ads,Android,Nigeria
U01507,2025-01-23,Referral,Android,Nigeria
U01508,2025-01-01,Google Ads,Android,Nigeria
U01509,2025-02-15,Facebook Ads,iOS,Nigeria
U01510,2025-04-11,Google Ads,Android,Nigeria
U01511,2025-01-21,Facebook Ads,Android,Nigeria
U01512,2025-03-31,Google Ads,Android,Nigeria
U01513,2025-04-20,Referral,Android,Nigeria
U01514,2025-02-05,Google Ads,Android,Nigeria
U01515,2025-02-23,Google Ads,Android,Nigeria
U01516,2025-03-28,Facebook Ads,Android,Nigeria
U01517,2025-02-26,Referral,iOS,Nigeria
U01518,2025-01-01,Google Ads,Android,Nigeria
U01519,2025-03-04,Facebook Ads,Android,Nigeria
U01520,2025-02-23,Google Ads,iOS,Nigeria
U01521,2025-02-24,Facebook Ads,iOS,Nigeria
U01522,2025-04-25,Referral,Android,Nigeria
U01523,2025-02-09,Google Ads,Android,Nigeria
U01524,2025-01-15,Organic,iOS,Nigeria
U01525,2025-01-21,Facebook Ads,Android,Nigeria
U01526,2025-02-16,Referral,Android,Nigeria
U01527,2025-03-14,Google Ads,iOS,Nigeria
U01528,2025-02-22,Referral,Android,Nigeria
U01529,2025-01-09,Facebook Ads,Android,Nigeria
U01530,2025-03-15,Google Ads,Android,Nigeria
U01531,2025-02-21,Referral,Android,Nigeria
U01532,2025-02-26,Facebook Ads,iOS,Nigeria
U01533,2025-04-27,Facebook Ads,Android,Nigeria
U01534,2025-01-26,Google Ads,iOS,Nigeria
U01535,2025-02-10,Google Ads,Android,Nigeria
U01536,2025-02-04,Facebook Ads,Android,Nigeria
U01537,2025-03-04,Facebook Ads,Android,Nigeria
U01538,2025-04-26,Facebook Ads,iOS,Nigeria
U01539,2025-01-25,Referral,iOS,Nigeria
U01540,2025-03-31,Google Ads,Android,Nigeria
U01541,2025-03-16,Referral,Android,Nigeria
U01542,2025-02-07,Organic,Android,Nigeria
U01543,2025-01-02,Google Ads,iOS,Nigeria
U01544,2025-01-07,Facebook Ads,Android,Nigeria
U01545,2025-03-23,Facebook Ads,Android,Nigeria
U01546,2025-04-01,Facebook Ads,Android,Nigeria
U01547,2025-02-03,Organic,Android,Nigeria
U01548,2025-04-01,Google Ads,Android,Nigeria
U01549,2025-01-17,Facebook Ads,Android,Nigeria
U01550,2025-02-12,Facebook Ads,iOS,Nigeria
U01551,2025-02-28,Google Ads,Android,Nigeria
U01552,2025-04-18,Google Ads,Android,Nigeria
U01553,2025-02-20,Facebook Ads,Android,Nigeria
U01554,2025-02-23,Organic,Android,Nigeria
U01555,2025-01-24,Google Ads,iOS,Nigeria
U01556,2025-01-25,Facebook Ads,Android,Nigeria
U01557,2025-03-12,Referral,Android,Nigeria
U01558,2025-02-21,Facebook Ads,Android,Nigeria
U01559,2025-03-11,Organic,Android,Nigeria
U01560,2025-04-27,Organic,Android,Nigeria
U01561,2025-03-29,Referral,Android,Nigeria
U01562,2025-02-02,Referral,Android,Nigeria
U01563,2025-02-18,Facebook Ads,iOS,Nigeria
U01564,2025-01-29,Organic,Android,Nigeria
U01565,2025-03-04,Google Ads,Android,Nigeria
U01566,2025-04-17,Referral,iOS,Nigeria
U01567,2025-01-22,Organic,Android,Nigeria
U01568,2025-01-26,Organic,Android,Nigeria
U01569,2025-01-28,Referral,Android,Nigeria
U01570,2025-04-24,Facebook Ads,Android,Nigeria
U01571,2025-03-26,Organic,Android,Nigeria
U01572,2025-02-18,Google Ads,Android,Nigeria
U01573,2025-03-12,Organic,iOS,Nigeria
U01574,2025-03-22,Google Ads,Android,Nigeria
U01575,2025-03-25,Facebook Ads,Android,Nigeria
U01576,2025-04-15,Facebook Ads,Android,Nigeria
U01577,2025-02-18,Google Ads,Android,Nigeria
U01578,2025-01-20,Referral,Android,Nigeria
U01579,2025-04-28,Facebook Ads,Android,Nigeria
U01580,2025-03-27,Google Ads,Android,Nigeria
U01581,2025-04-02,Facebook Ads,iOS,Nigeria
U01582,2025-03-04,Referral,Android,Nigeria
U01583,2025-03-02,Google Ads,iOS,Nigeria
U01584,2025-04-14,Facebook Ads,iOS,Nigeria
U01585,2025-02-18,Facebook Ads,Android,Nigeria
U01586,2025-03-12,Facebook Ads,iOS,Nigeria
U01587,2025-01-01,Google Ads,iOS,Nigeria
U01588,2025-04-06,Facebook Ads,Android,Nigeria
U01589,2025-01-13,Facebook Ads,iOS,Nigeria
U01590,2025-04-04,Organic,Android,Nigeria
U01591,2025-03-28,Referral,Android,Nigeria
U01592,2025-02-20,Google Ads,iOS,Nigeria
U01593,2025-02-25,Organic,Android,Nigeria
U01594,2025-03-24,Facebook Ads,Android,Nigeria
U01595,2025-03-03,Google Ads,Android,Nigeria
U01596,2025-02-01,Google Ads,iOS,Nigeria
U01597,2025-01-30,Google Ads,iOS,Nigeria
U01598,2025-01-29,Facebook Ads,Android,Nigeria
U01599,2025-02-18,Google Ads,iOS,Nigeria
U01600,2025-02-14,Google Ads,Android,Nigeria
U01601,2025-04-03,Referral,Android,Nigeria
U01602,2025-01-30,Facebook Ads,Android,Nigeria
U01603,2025-01-16,Facebook Ads,iOS,Nigeria
U01604,2025-02-09,Facebook Ads,Android,Nigeria
U01605,2025-01-19,Facebook Ads,Android,Nigeria
U01606,2025-01-18,Google Ads,iOS,Nigeria
U01607,2025-01-01,Facebook Ads,iOS,Nigeria
U01608,2025-03-19,Referral,Android,Nigeria
U01609,2025-04-25,Facebook Ads,Android,Nigeria
U01610,2025-02-16,Facebook Ads,iOS,Nigeria
U01611,2025-04-24,Google Ads,iOS,Nigeria
U01612,2025-03-07,Facebook Ads,Android,Nigeria
U01613,2025-04-28,Google Ads,iOS,Nigeria
U01614,2025-04-02,Google Ads,iOS,Nigeria
U01615,2025-04-23,Facebook Ads,iOS,Nigeria
U01616,2025-04-24,Facebook Ads,iOS,Nigeria
U01617,2025-04-04,Facebook Ads,Android,Nigeria
U01618,2025-02-07,Facebook Ads,Android,Nigeria
U01619,2025-02-20,Facebook Ads,Android,Nigeria
U01620,2025-03-04,Facebook Ads,Android,Nigeria
U01621,2025-01-04,Facebook Ads,iOS,Nigeria
U01622,2025-01-01,Google Ads,iOS,Nigeria
U01623,2025-01-08,Google Ads,Android,Nigeria
U01624,2025-01-29,Google Ads,Android,Nigeria
U01625,2025-02-24,Facebook Ads,Android,Nigeria
U01626,2025-04-13,Facebook Ads,Android,Nigeria
U01627,2025-01-03,Referral,Android,Nigeria
U01628,2025-02-01,Google Ads,Android,Nigeria
U01629,2025-01-10,Referral,Android,Nigeria
U01630,2025-03-15,Facebook Ads,Android,Nigeria
U01631,2025-03-24,Google Ads,Android,Nigeria
U01632,2025-04-20,Google Ads,iOS,Nigeria
U01633,2025-02-03,Facebook Ads,Android,Nigeria
U01634,2025-04-07,Google Ads,Android,Nigeria
U01635,2025-03-28,Google Ads,Android,Nigeria
U01636,2025-02-24,Facebook Ads,Android,Nigeria
U01637,2025-04-02,Facebook Ads,iOS,Nigeria
U01638,2025-02-01,Referral,Android,Nigeria
U01639,2025-02-19,Organic,iOS,Nigeria
U01640,2025-01-07,Facebook Ads,Android,Nigeria
U01641,2025-04-03,Facebook Ads,Android,Nigeria
U01642,2025-01-08,Facebook Ads,Android,Nigeria
U01643,2025-03-06,Google Ads,iOS,Nigeria
U01644,2025-02-26,Facebook Ads,Android,Nigeria
U01645,2025-04-29,Organic,iOS,Nigeria
U01646,2025-03-08,Facebook Ads,Android,Nigeria
U01647,2025-03-29,Facebook Ads,Android,Nigeria
U01648,2025-03-28,Google Ads,iOS,Nigeria
U01649,2025-02-28,Referral,iOS,Nigeria
U01650,2025-03-13,Google Ads,Android,Nigeria
U01651,2025-02-23,Google Ads,Android,Nigeria
U01652,2025-04-21,Organic,Android,Nigeria
U01653,2025-04-11,Facebook Ads,Android,Nigeria
U01654,2025-03-08,Referral,iOS,Nigeria
U01655,2025-02-20,Facebook Ads,Android,Nigeria
U01656,2025-04-07,Referral,Android,Nigeria
U01657,2025-04-02,Google Ads,iOS,Nigeria
U01658,2025-04-21,Facebook Ads,iOS,Nigeria
U01659,2025-01-08,Referral,Android,Nigeria
U01660,2025-02-03,Facebook Ads,iOS,Nigeria
U01661,2025-02-04,Facebook Ads,Android,Nigeria
U01662,2025-04-06,Google Ads,Android,Nigeria
U01663,2025-03-29,Facebook Ads,iOS,Nigeria
U01664,2025-03-19,Google Ads,Android,Nigeria
U01665,2025-02-01,Facebook Ads,Android,Nigeria
U01666,2025-04-30,Facebook Ads,Android,Nigeria
U01667,2025-02-15,Facebook Ads,iOS,Nigeria
U01668,2025-04-17,Facebook Ads,Android,Nigeria
U01669,2025-01-16,Google Ads,Android,Nigeria
U01670,2025-03-09,Referral,Android,Nigeria
U01671,2025-04-26,Organic,Android,Nigeria
U01672,2025-02-06,Referral,Android,Nigeria
U01673,2025-02-23,Facebook Ads,iOS,Nigeria
U01674,2025-03-26,Google Ads,Android,Nigeria
U01675,2025-01-14,Facebook Ads,Android,Nigeria
U01676,2025-04-05,Facebook Ads,Android,Nigeria
U01677,2025-02-24,Google Ads,Android,Nigeria
U01678,2025-02-17,Facebook Ads,iOS,Nigeria
U01679,2025-03-23,Facebook Ads,Android,Nigeria
U01680,2025-01-07,Organic,Android,Nigeria
U01681,2025-03-15,Google Ads,Android,Nigeria
U01682,2025-01-07,Google Ads,Android,Nigeria
U01683,2025-02-02,Facebook Ads,Android,Nigeria
U01684,2025-01-23,Facebook Ads,iOS,Nigeria
U01685,2025-03-26,Referral,Android,Nigeria
U01686,2025-01-19,Facebook Ads,iOS,Nigeria
U01687,2025-04-22,Google Ads,Android,Nigeria
U01688,2025-01-19,Facebook Ads,Android,Nigeria
U01689,2025-02-05,Google Ads,Android,Nigeria
U01690,2025-01-29,Facebook Ads,iOS,Nigeria
U01691,2025-03-01,Referral,Android,Nigeria
U01692,2025-03-23,Referral,Android,Nigeria
U01693,2025-01-02,Referral,Android,Nigeria
U01694,2025-01-01,Facebook Ads,iOS,Nigeria
U01695,2025-02-16,Referral,Android,Nigeria
U01696,2025-03-10,Google Ads,Android,Nigeria
U01697,2025-01-20,Facebook Ads,iOS,Nigeria
U01698,2025-01-11,Google Ads,iOS,Nigeria
U01699,2025-04-16,Facebook Ads,Android,Nigeria
U01700,2025-01-02,Facebook Ads,Android,Nigeria
U01701,2025-03-08,Referral,Android,Nigeria
U01702,2025-03-28,Facebook Ads,Android,Nigeria
U01703,2025-04-29,Google Ads,iOS,Nigeria
U01704,2025-01-12,Facebook Ads,Android,Nigeria
U01705,2025-01-20,Referral,iOS,Nigeria
U01706,2025-01-05,Organic,Android,Nigeria
U01707,2025-02-06,Referral,Android,Nigeria
