transaction_id,user_id,transaction_date,amount,status
T000698,U01668,2025-04-19,1000,success
T000699,U01669,2025-01-20,2000,success
T000700,U01670,2025-03-11,20000,success
T000701,U01673,2025-03-01,5000,success
T000702,U01677,2025-02-26,5000,success
T000703,U01679,2025-03-27,5000,success
T000704,U01681,2025-03-20,2000,success
T000705,U01685,2025-03-26,5000,success
T000706,U01687,2025-04-24,10000,success
T000707,U01689,2025-02-07,1000,success
T000708,U01690,2025-01-31,20000,success
T000709,U01695,2025-02-18,1000,success
T000710,U01698,2025-01-16,2000,success
T000711,U01699,2025-04-17,1000,success
T000712,U01700,2025-01-08,5000,success
T000713,U01702,2025-04-02,2000,success
T000714,U01708,2025-02-13,1000,success
T000715,U01709,2025-04-05,20000,success
T000716,U01713,2025-02-15,2000,success
T000717,U01714,2025-04-11,2000,success
T000718,U01718,2025-01-26,2000,success
T000719,U01720,2025-03-17,1000,success
T000720,U01721,2025-02-03,2000,success
T000721,U01723,2025-03-02,2000,success
T000722,U01724,2025-04-23,2000,success
T000723,U01726,2025-04-09,10000,success
T000724,U01727,2025-03-27,1000,success
T000725,U01728,2025-04-28,5000,success
T000726,U01730,2025-03-27,1000,success
T000727,U01734,2025-03-13,2000,success
T000728,U01741,2025-04-18,2000,success
T000729,U01745,2025-02-28,1000,success
T000730,U01746,2025-02-01,2000,success
T000731,U01747,2025-04-20,2000,success
T000732,U01751,2025-03-19,20000,success
T000733,U01754,2025-03-31,5000,success
T000734,U01756,2025-04-11,1000,success
T000735,U01757,2025-02-14,1000,success
T000736,U01758,2025-02-10,1000,success
T000737,U01760,2025-01-21,1000,success
T000738,U01766,2025-04-30,5000,success
T000739,U01767,2025-04-21,10000,success
T000740,U01769,2025-03-31,1000,success
T000741,U01770,2025-01-29,2000,success
T000742,U01771,2025-02-28,2000,success
T000743,U01777,2025-01-15,5000,success
T000744,U01779,2025-02-25,1000,success
T000745,U01782,2025-02-16,20000,success
T000746,U01785,2025-03-31,5000,success
T000747,U01786,2025-04-04,20000,success
T000748,U01803,2025-01-15,1000,success
T000749,U01805,2025-04-27,5000,success
T000750,U01807,2025-02-12,5000,success
T000751,U01810,2025-02-24,5000,success
T000752,U01812,2025-02-25,1000,success
T000753,U01813,2025-04-26,20000,success
T000754,U01815,2025-05-04,20000,success
T000755,U01821,2025-04-22,1000,success
T000756,U01823,2025-03-24,2000,success
T000757,U01827,2025-03-25,2000,success
T000758,U01832,2025-03-18,10000,success
T000759,U01834,2025-03-11,5000,success
T000760,U01835,2025-05-02,1000,success
T000761,U01837,2025-03-16,1000,success
T000762,U01839,2025-01-19,1000,success
T000763,U01841,2025-04-05,1000,success
T000764,U01842,2025-03-08,1000,success
T000765,U01844,2025-04-20,5000,success
T000766,U01845,2025-02-14,5000,success
T000767,U01846,2025-01-26,2000,success
T000768,U01847,2025-02-12,5000,success
T000769,U01852,2025-04-23,1000,success
T000770,U01853,2025-02-15,2000,success
T000771,U01854,2025-02-24,5000,success
T000772,U01856,2025-04-17,2000,success
T000773,U01857,2025-04-12,2000,success
T000774,U01861,2025-02-17,1000,success
T000775,U01863,2025-02-20,5000,success
T000776,U01864,2025-03-08,10000,success
T000777,U01866,2025-03-16,2000,success
T000778,U01867,2025-03-04,1000,success
T000779,U01870,2025-02-21,10000,success
T000780,U01871,2025-01-14,1000,success
T000781,U01874,2025-04-02,2000,success
T000782,U01875,2025-03-27,1000,success
T000783,U01877,2025-04-06,20000,success
T000784,U01878,2025-01-26,5000,success
T000785,U01881,2025-04-13,5000,success
T000786,U01883,2025-03-24,5000,success
T000787,U01886,2025-01-25,2000,success
T000788,U01890,2025-01-16,1000,success
T000789,U01891,2025-02-28,5000,success
T000790,U01892,2025-01-30,2000,success
T000791,U01895,2025-01-31,5000,success
T000792,U01896,2025-02-19,1000,success
T000793,U01903,2025-01-30,1000,success
T000794,U01906,2025-01-10,5000,success
T000795,U01907,2025-01-14,2000,success
T000796,U01908,2025-03-21,1000,success
T000797,U01909,2025-04-30,1000,success
T000798,U01913,2025-02-20,5000,success
T000799,U01915,2025-04-25,1000,success
T000800,U01918,2025-04-07,2000,success
T000801,U01919,2025-03-25,2000,success
T000802,U01921,2025-04-08,2000,success
T000803,U01924,2025-04-10,10000,success
T000804,U01925,2025-01-18,1000,success
T000805,U01927,2025-04-18,10000,success
T000806,U01930,2025-01-17,5000,success
T000807,U01936,2025-02-19,2000,success
T000808,U01937,2025-04-10,20000,success
T000809,U01940,2025-02-15,5000,success
T000810,U01942,2025-03-31,20000,success
T000811,U01943,2025-02-26,2000,success
T000812,U01945,2025-04-22,2000,success
T000813,U01946,2025-02-10,2000,success
T000814,U01954,2025-01-16,1000,success
T000815,U01956,2025-02-06,20000,success
T000816,U01966,2025-02-03,5000,success
T000817,U01967,2025-05-04,5000,success
T000818,U01968,2025-01-17,20000,success
T000819,U01971,2025-02-05,20000,success
T000820,U01977,2025-01-29,1000,success
T000821,U01979,2025-04-27,5000,success
T000822,U01981,2025-03-08,5000,success
T000823,U01985,2025-01-20,2000,success
T000824,U01989,2025-01-15,20000,success
T000825,U01993,2025-03-27,10000,success
T000826,U01994,2025-01-09,5000,success
T000827,U01997,2025-02-20,2000,success
T000828,U01998,2025-01-07,5000,success
T000829,U01999,2025-02-16,2000,success
T000830,U02001,2025-05-01,1000,success
T000831,U02005,2025-01-20,2000,success
T000832,U02008,2025-01-26,1000,success
T000833,U02010,2025-03-07,2000,success
T000834,U02013,2025-03-23,5000,success
T000835,U02014,2025-03-17,1000,success
T000836,U02016,2025-02-23,10000,success
T000837,U02017,2025-03-31,1000,success
T000838,U02020,2025-03-01,2000,success
T000839,U02022,2025-03-07,5000,success
T000840,U02024,2025-02-13,10000,success
T000841,U02025,2025-03-13,10000,success
T000842,U02027,2025-03-03,2000,success
T000843,U02028,2025-03-07,1000,success
T000844,U02029,2025-02-18,5000,success
T000845,U02030,2025-04-01,2000,success
T000846,U02031,2025-01-11,2000,success
T000847,U02033,2025-03-22,1000,success
T000848,U02036,2025-03-13,1000,success
T000849,U02037,2025-02-25,1000,success
T000850,U02039,2025-03-03,2000,success
T000851,U02044,2025-03-01,2000,success
T000852,U02045,2025-04-29,5000,success
T000853,U02047,2025-04-21,2000,success
T000854,U02049,2025-03-21,20000,success
T000855,U02050,2025-04-17,2000,success
T000856,U02053,2025-04-03,2000,success
T000857,U02055,2025-04-24,1000,success
T000858,U02058,2025-01-08,5000,success
T000859,U02059,2025-01-07,5000,success
T000860,U02062,2025-02-19,5000,success
T000861,U02063,2025-04-02,10000,success
T000862,U02065,2025-01-12,10000,success
T000863,U02066,2025-04-11,10000,success
T000864,U02067,2025-01-25,1000,success
T000865,U02072,2025-02-20,2000,success
T000866,U02075,2025-01-19,2000,success
T000867,U02076,2025-04-02,5000,success
T000868,U02083,2025-04-27,2000,success
T000869,U02084,2025-04-04,10000,success
T000870,U02085,2025-03-19,2000,success
T000871,U02088,2025-04-15,1000,success
T000872,U02089,2025-04-14,1000,success
T000873,U02094,2025-04-06,1000,success
T000874,U02096,2025-01-11,1000,success
T000875,U02098,2025-01-29,1000,success
T000876,U02099,2025-04-09,1000,success
T000877,U02100,2025-03-21,5000,success
T000878,U02101,2025-02-12,2000,success
T000879,U02102,2025-01-14,1000,success
T000880,U02105,2025-01-28,2000,success
T000881,U02108,2025-03-04,20000,success
T000882,U02109,2025-04-11,2000,success
T000883,U02111,2025-03-22,20000,success
T000884,U02112,2025-02-10,2000,success
T000885,U02113,2025-03-15,20000,success
T000886,U02114,2025-01-08,1000,success
T000887,U02115,2025-02-22,1000,success
T000888,U02118,2025-03-13,5000,success
T000889,U02121,2025-02-19,20000,success
T000890,U02125,2025-03-20,10000,success
T000891,U02126,2025-03-24,5000,success
T000892,U02127,2025-04-26,1000,success
T000893,U02130,2025-04-10,2000,success
T000894,U02131,2025-03-08,1000,success
T000895,U02132,2025-04-03,2000,success
T000896,U02134,2025-03-04,1000,success
T000897,U02136,2025-02-28,2000,success
T000898,U02137,2025-02-13,10000,success
T000899,U02138,2025-04-14,1000,success
T000900,U02140,2025-04-02,2000,success
T000901,U02143,2025-02-02,1000,success
T000902,U02147,2025-03-21,1000,success
T000903,U02148,2025-02-13,2000,success
T000904,U02149,2025-04-07,1000,success
T000905,U02151,2025-03-06,20000,success
T000906,U02152,2025-03-02,2000,success
T000907,U02153,2025-02-19,1000,success
T000908,U02155,2025-01-18,2000,success
T000909,U02157,2025-02-20,1000,success
T000910,U02158,2025-04-05,1000,success
T000911,U02159,2025-02-28,1000,success
T000912,U02164,2025-02-08,1000,success
T000913,U02166,2025-01-11,5000,success
T000914,U02178,2025-02-25,10000,success
T000915,U02180,2025-02-12,2000,success
T000916,U02186,2025-03-22,5000,success
T000917,U02189,2025-02-12,2000,success
T000918,U02191,2025-04-12,1000,success
T000919,U02192,2025-01-16,2000,success
T000920,U02196,2025-04-18,5000,success
T000921,U02197,2025-01-21,1000,success
T000922,U02199,2025-04-07,5000,success
T000923,U02202,2025-03-06,5000,success
T000924,U02203,2025-03-30,10000,success
T000925,U02204,2025-04-21,1000,success
T000926,U02206,2025-04-27,1000,success
T000927,U02208,2025-03-30,1000,success
T000928,U02210,2025-03-16,20000,success
T000929,U02211,2025-03-18,10000,success
T000930,U02213,2025-04-11,10000,success
T000931,U02217,2025-03-03,2000,success
T000932,U02219,2025-04-05,2000,success
T000933,U02220,2025-02-07,1000,success
T000934,U02221,2025-04-08,10000,success
T000935,U02223,2025-03-12,10000,success
T000936,U02224,2025-01-25,2000,success
T000937,U02227,2025-04-25,2000,success
T000938,U02228,2025-03-11,5000,success
T000939,U02230,2025-03-05,1000,success
T000940,U02235,2025-01-14,10000,success
T000941,U02237,2025-03-08,2000,success
T000942,U02239,2025-04-04,2000,success
T000943,U02241,2025-03-28,5000,success
T000944,U02244,2025-03-07,5000,success
T000945,U02245,2025-02-18,1000,success
T000946,U02246,2025-02-03,20000,success
T000947,U02252,2025-01-09,20000,success
T000948,U02254,2025-01-15,2000,success
T000949,U02257,2025-04-25,5000,success
T000950,U02258,2025-03-24,5000,success
T000951,U02261,2025-03-20,2000,success
T000952,U02264,2025-01-28,20000,success
T000953,U02265,2025-04-12,1000,success
T000954,U02269,2025-01-08,1000,success
T000955,U02270,2025-03-22,20000,success
T000956,U02271,2025-04-10,1000,success
T000957,U02273,2025-04-15,5000,success
T000958,U02276,2025-04-30,1000,success
T000959,U02278,2025-02-01,20000,success
T000960,U02279,2025-03-17,10000,success
T000961,U02280,2025-04-29,20000,success
T000962,U02281,2025-02-05,20000,success
T000963,U02288,2025-02-02,1000,success
T000964,U02289,2025-03-11,2000,success
T000965,U02292,2025-03-02,5000,success
T000966,U02293,2025-04-04,10000,success
T000967,U02298,2025-04-16,1000,success
T000968,U02301,2025-01-07,20000,success
T000969,U02304,2025-03-14,1000,success
T000970,U02305,2025-01-05,10000,success
T000971,U02306,2025-01-05,2000,success
T000972,U02307,2025-03-02,2000,success
T000973,U02311,2025-03-05,2000,success
T000974,U02315,2025-01-29,1000,success
T000975,U02318,2025-01-22,2000,success
T000976,U02319,2025-01-18,2000,success
T000977,U02320,2025-04-22,2000,success
T000978,U02323,2025-03-17,5000,success
T000979,U02324,2025-03-05,2000,success
T000980,U02325,2025-02-21,2000,success
T000981,U02326,2025-04-05,20000,success
T000982,U02328,2025-04-06,10000,success
T000983,U02329,2025-02-24,1000,success
T000984,U02331,2025-03-25,10000,success
T000985,U02334,2025-02-20,20000,success
T000986,U02336,2025-03-13,20000,success
T000987,U02337,2025-01-05,10000,success
T000988,U02339,2025-03-07,5000,success
T000989,U02341,2025-02-25,1000,success
T000990,U02345,2025-01-22,5000,success
T000991,U02349,2025-04-08,5000,success
T000992,U02361,2025-03-28,1000,success
T000993,U02364,2025-05-01,1000,success
T000994,U02365,2025-01-03,2000,success
T000995,U02366,2025-04-03,5000,success
T000996,U02373,2025-01-24,1000,success
T000997,U02376,2025-03-07,5000,success
T000998,U02385,2025-04-03,10000,success
T000999,U02388,2025-02-15,1000,success
T001000,U02389,2025-01-12,20000,success
T001001,U02390,2025-01-14,2000,success
T001002,U02392,2025-02-25,1000,success
T001003,U02397,2025-02-19,1000,success
T001004,U02399,2025-03-22,2000,success
T001005,U02400,2025-03-22,1000,success
T001006,U02401,2025-02-27,10000,success
T001007,U02406,2025-03-18,5000,success
T001008,U02413,2025-02-06,10000,success
T001009,U02414,2025-04-18,5000,success
T001010,U02415,2025-03-20,2000,success
T001011,U02420,2025-01-28,1000,success
T001012,U02422,2025-04-14,5000,success
T001013,U02425,2025-04-18,5000,success
T001014,U02426,2025-04-02,2000,success
T001015,U02429,2025-01-16,20000,success
T001016,U02439,2025-01-10,5000,success
T001017,U02446,2025-02-15,10000,success
T001018,U02447,2025-04-30,5000,success
T001019,U02448,2025-03-17,2000,success
T001020,U02451,2025-02-24,5000,success
T001021,U02452,2025-04-07,1000,success
T001022,U02453,2025-03-03,5000,success
T001023,U02460,2025-03-24,2000,success
T001024,U02462,2025-01-11,1000,success
T001025,U02463,2025-03-03,2000,success
T001026,U02469,2025-04-18,2000,success
T001027,U02470,2025-01-15,1000,success
T001028,U02471,2025-03-19,10000,success
T001029,U02472,2025-03-23,2000,success
T001030,U02475,2025-03-31,2000,success
T001031,U02476,2025-01-16,2000,success
T001032,U02478,2025-01-28,10000,success
T001033,U02479,2025-02-17,1000,success
T001034,U02481,2025-01-21,2000,success
T001035,U02482,2025-02-28,2000,success
T001036,U02483,2025-04-24,10000,success
T001037,U02484,2025-04-15,5000,success
T001038,U02486,2025-01-12,1000,success
T001039,U02488,2025-05-04,2000,success
T001040,U02497,2025-03-26,5000,success
T001041,U02505,2025-02-01,1000,success
T001042,U02507,2025-04-27,10000,success
T001043,U02512,2025-03-07,1000,success
T001044,U02514,2025-04-09,1000,success
T001045,U02516,2025-03-21,1000,success
T001046,U02526,2025-01-05,5000,success
T001047,U02528,2025-04-19,2000,success
T001048,U02529,2025-01-25,1000,success
T001049,U02531,2025-01-30,10000,success
T001050,U02533,2025-02-22,1000,success
T001051,U02534,2025-02-26,2000,success
T001052,U02535,2025-04-07,1000,success
T001053,U02537,2025-02-07,20000,success
T001054,U02540,2025-04-11,10000,success
T001055,U02542,2025-03-21,5000,success
T001056,U02543,2025-02-05,1000,success
T001057,U02546,2025-02-11,2000,success
T001058,U02555,2025-01-24,5000,success
T001059,U02558,2025-01-20,2000,success
T001060,U02562,2025-01-09,2000,success
T001061,U02563,2025-04-12,10000,success
T001062,U02564,2025-04-24,1000,success
T001063,U02567,2025-02-13,5000,success
T001064,U02568,2025-02-18,2000,success
T001065,U02570,2025-03-25,5000,success
T001066,U02575,2025-02-11,1000,success
T001067,U02579,2025-04-29,1000,success
T001068,U02583,2025-05-02,5000,success
T001069,U02585,2025-04-04,20000,success
T001070,U02589,2025-03-14,20000,success
T001071,U02592,2025-01-31,1000,success
T001072,U02593,2025-03-07,1000,success
T001073,U02595,2025-04-17,5000,success
T001074,U02596,2025-01-09,2000,success
T001075,U02598,2025-02-09,10000,success
T001076,U02599,2025-03-19,2000,success
T001077,U02600,2025-02-27,2000,success
T001078,U02603,2025-01-28,5000,success
T001079,U02604,2025-02-20,1000,success
T001080,U02605,2025-02-03,5000,success
T001081,U02606,2025-01-14,2000,success
T001082,U02607,2025-01-16,10000,success
T001083,U02609,2025-05-02,1000,success
T001084,U02612,2025-03-19,2000,success
T001085,U02613,2025-04-08,20000,success
T001086,U02616,2025-04-08,5000,success
T001087,U02625,2025-03-02,20000,success
T001088,U02630,2025-04-19,5000,success
T001089,U02632,2025-02-19,20000,success
T001090,U02635,2025-02-10,2000,success
T001091,U02636,2025-02-21,1000,success
T001092,U02637,2025-04-26,10000,success
T001093,U02639,2025-02-18,10000,success
T001094,U02641,2025-02-02,5000,success
T001095,U02645,2025-04-24,5000,success
T001096,U02649,2025-03-23,20000,success
T001097,U02650,2025-01-05,1000,success
T001098,U02654,2025-01-28,5000,success
T001099,U02660,2025-04-13,1000,success
T001100,U02662,2025-03-01,1000,success
T001101,U02664,2025-02-06,2000,success
T001102,U02667,2025-03-25,10000,success
T001103,U02668,2025-01-15,5000,success
T001104,U02675,2025-04-12,20000,success
T001105,U02676,2025-04-01,1000,success
T001106,U02678,2025-01-30,2000,success
T001107,U02679,2025-03-04,1000,success
T001108,U02680,2025-02-11,1000,success
T001109,U02683,2025-04-25,1000,success
T001110,U02684,2025-02-16,1000,success
T001111,U02685,2025-02-24,2000,success
T001112,U02686,2025-01-26,1000,success
T001113,U02687,2025-02-16,2000,success
T001114,U02693,2025-03-24,20000,success
T001115,U02694,2025-02-22,5000,success
T001116,U02695,2025-04-18,10000,success
T001117,U02696,2025-04-30,10000,success
T001118,U02699,2025-03-31,2000,success
T001119,U02702,2025-01-12,5000,success
T001120,U02710,2025-02-04,10000,success
T001121,U02713,2025-05-01,1000,success
T001122,U02715,2025-02-15,10000,success
T001123,U02719,2025-03-29,2000,success
T001124,U02721,2025-01-27,1000,success
T001125,U02722,2025-01-11,5000,success
T001126,U02723,2025-02-17,5000,success
T001127,U02724,2025-04-17,5000,success
T001128,U02725,2025-04-28,1000,success
T001129,U02733,2025-01-06,2000,success
T001130,U02735,2025-02-01,2000,success
T001131,U02738,2025-02-27,20000,success
T001132,U02739,2025-02-17,10000,success
T001133,U02740,2025-03-11,10000,success
T001134,U02741,2025-04-20,1000,success
T001135,U02742,2025-04-03,2000,success
T001136,U02744,2025-04-04,2000,success
T001137,U02745,2025-03-09,2000,success
T001138,U02748,2025-03-13,1000,success
T001139,U02751,2025-02-06,5000,success
T001140,U02752,2025-02-13,2000,success
T001141,U02753,2025-04-02,5000,success
T001142,U02757,2025-04-30,1000,success
T001143,U02759,2025-02-04,2000,success
T001144,U02760,2025-04-17,10000,success
T001145,U02761,2025-03-19,2000,success
T001146,U02762,2025-03-13,10000,success
T001147,U02763,2025-04-12,5000,success
T001148,U02767,2025-04-16,10000,success
T001149,U02768,2025-01-23,1000,success
T001150,U02769,2025-03-14,1000,success
T001151,U02771,2025-03-23,2000,success
T001152,U02775,2025-03-28,20000,success
T001153,U02777,2025-03-18,5000,success
T001154,U02781,2025-03-16,2000,success
T001155,U02782,2025-03-30,1000,success
T001156,U02783,2025-03-29,2000,success
T001157,U02785,2025-03-08,2000,success
T001158,U02789,2025-01-24,10000,success
T001159,U02792,2025-04-08,2000,success
T001160,U02795,2025-02-20,2000,success
T001161,U02796,2025-04-09,1000,success
T001162,U02797,2025-04-26,1000,success
T001163,U02798,2025-02-05,2000,success
T001164,U02799,2025-02-19,2000,success
T001165,U02808,2025-03-09,5000,success
T001166,U02812,2025-03-29,5000,success
T001167,U02814,2025-03-16,1000,success
T001168,U02816,2025-03-10,2000,success
T001169,U02817,2025-03-16,10000,success
T001170,U02819,2025-04-29,2000,success
T001171,U02820,2025-04-08,2000,success
T001172,U02822,2025-01-27,2000,success
T001173,U02823,2025-01-14,2000,success
T001174,U02824,2025-01-07,1000,success
T001175,U02826,2025-02-21,1000,success
T001176,U02831,2025-01-16,1000,success
T001177,U02832,2025-02-16,10000,success
T001178,U02833,2025-02-19,1000,success
T001179,U02834,2025-04-01,20000,success
T001180,U02835,2025-03-11,10000,success
T001181,U02836,2025-02-21,5000,success
T001182,U02837,2025-04-26,5000,success
T001183,U02842,2025-01-24,1000,success
T001184,U02843,2025-04-18,5000,success
T001185,U02845,2025-03-24,20000,success
T001186,U02849,2025-01-27,1000,success
T001187,U02852,2025-02-26,1000,success
T001188,U02856,2025-01-15,1000,success
T001189,U02860,2025-03-21,5000,success
T001190,U02861,2025-03-13,1000,success
T001191,U02866,2025-01-30,2000,success
T001192,U02867,2025-02-01,5000,success
T001193,U02869,2025-01-30,1000,success
T001194,U02874,2025-02-06,10000,success
T001195,U02875,2025-02-02,1000,success
T001196,U02876,2025-01-22,1000,success
T001197,U02879,2025-03-22,1000,success
T001198,U02880,2025-01-04,10000,success
T001199,U02884,2025-03-17,10000,success
T001200,U02886,2025-04-06,1000,success
T001201,U02887,2025-04-19,1000,success
T001202,U02888,2025-03-16,10000,success
T001203,U02890,2025-01-13,5000,success
T001204,U02891,2025-02-02,1000,success
T001205,U02892,2025-03-16,5000,success
T001206,U02893,2025-03-05,10000,success
T001207,U02894,2025-02-25,1000,success
T001208,U02904,2025-01-13,1000,success
T001209,U02905,2025-02-27,1000,success
T001210,U02909,2025-02-16,5000,success
T001211,U02910,2025-04-21,1000,success
T001212,U02915,2025-04-29,10000,success
T001213,U02916,2025-01-23,10000,success
T001214,U02917,2025-03-31,5000,success
T001215,U02918,2025-04-05,1000,success
T001216,U02919,2025-01-13,20000,success
T001217,U02923,2025-01-13,2000,success
T001218,U02925,2025-02-14,2000,success
T001219,U02927,2025-01-27,20000,success
T001220,U02928,2025-03-25,10000,success
T001221,U02929,2025-02-21,2000,success
T001222,U02930,2025-01-28,2000,success
T001223,U02931,2025-04-03,1000,success
T001224,U02934,2025-02-22,20000,success
T001225,U02936,2025-01-23,10000,success
T001226,U02937,2025-04-12,2000,success
T001227,U02939,2025-02-13,10000,success
T001228,U02942,2025-01-21,10000,success
T001229,U02943,2025-01-21,1000,success
T001230,U02944,2025-02-09,5000,success
T001231,U02945,2025-03-17,1000,success
T001232,U02946,2025-04-08,10000,success
T001233,U02950,2025-02-17,1000,success
T001234,U02952,2025-04-13,5000,success
T001235,U02954,2025-04-10,2000,success
T001236,U02957,2025-01-23,1000,success
T001237,U02958,2025-03-27,1000,success
T001238,U02969,2025-03-19,5000,success
T001239,U02970,2025-03-21,1000,success
T001240,U02976,2025-02-08,5000,success
T001241,U02978,2025-03-29,2000,success
T001242,U02983,2025-02-12,5000,success
T001243,U02984,2025-02-11,2000,success
T001244,U02985,2025-04-25,2000,success
T001245,U02987,2025-04-18,1000,success
T001246,U02988,2025-01-27,2000,success
T001247,U02989,2025-03-06,5000,success
T001248,U02990,2025-02-19,5000,success
T001249,U02991,2025-01-22,1000,success
T001250,U02993,2025-04-04,5000,success
T001251,U02994,2025-04-14,1000,success
T001252,U02996,2025-02-05,1000,success
T001253,U03000,2025-02-10,2000,success
T001254,U03004,2025-02-05,1000,success
T001255,U03005,2025-01-06,5000,success
T001256,U03006,2025-03-15,20000,success
T001257,U03010,2025-02-14,1000,success
T001258,U03015,2025-03-03,5000,success
T001259,U03016,2025-01-03,20000,success
T001260,U03017,2025-03-02,1000,success
T001261,U03020,2025-01-29,2000,success
T001262,U03021,2025-02-02,1000,success
T001263,U03022,2025-01-27,5000,success
T001264,U03023,2025-01-11,5000,success
T001265,U03025,2025-03-15,5000,success
T001266,U03027,2025-03-12,2000,success
T001267,U03028,2025-04-30,5000,success
T001268,U03029,2025-02-14,1000,success
T001269,U03034,2025-01-06,20000,success
T001270,U03035,2025-04-01,1000,success
T001271,U03037,2025-01-07,1000,success
T001272,U03038,2025-04-17,20000,success
T001273,U03040,2025-02-08,10000,success
T001274,U03049,2025-02-09,10000,success
T001275,U03052,2025-04-08,1000,success
T001276,U03053,2025-02-01,10000,success
T001277,U03057,2025-04-20,5000,success
T001278,U03058,2025-03-08,5000,success
T001279,U03061,2025-01-18,20000,success
T001280,U03062,2025-01-13,1000,success
T001281,U03068,2025-01-08,2000,success
T001282,U03069,2025-01-21,10000,success
T001283,U03073,2025-04-07,2000,success
T001284,U03079,2025-04-17,1000,success
T001285,U03080,2025-05-04,1000,success
T001286,U03081,2025-04-21,5000,success
T001287,U03083,2025-01-31,1000,success
T001288,U03084,2025-01-25,1000,success
T001289,U03086,2025-03-16,2000,success
T001290,U03088,2025-03-26,1000,success
T001291,U03095,2025-03-18,1000,success
T001292,U03096,2025-02-08,1000,success
T001293,U03100,2025-02-09,10000,success
T001294,U03103,2025-04-27,1000,success
T001295,U03104,2025-04-23,10000,success
T001296,U03106,2025-04-16,10000,success
T001297,U03108,2025-01-04,5000,success
T001298,U03109,2025-04-03,1000,success
T001299,U03110,2025-03-20,10000,success
T001300,U03111,2025-03-08,2000,success
T001301,U03112,2025-03-21,1000,success
T001302,U03114,2025-02-25,2000,success
T001303,U03117,2025-01-29,1000,success
T001304,U03125,2025-01-20,2000,success
T001305,U03126,2025-03-29,2000,success
T001306,U03132,2025-04-23,2000,success
T001307,U03133,2025-02-20,5000,success
T001308,U03134,2025-02-15,20000,success
T001309,U03135,2025-02-12,2000,success
T001310,U03140,2025-04-01,2000,success
T001311,U03143,2025-03-24,5000,success
T001312,U03144,2025-01-10,2000,success
T001313,U03146,2025-03-22,2000,success
T001314,U03147,2025-01-07,10000,success
T001315,U03153,2025-02-07,10000,success
T001316,U03155,2025-04-02,5000,success
T001317,U03156,2025-01-06,1000,success
T001318,U03157,2025-02-05,2000,success
T001319,U03159,2025-03-21,2000,success
T001320,U03160,2025-01-21,2000,success
T001321,U03162,2025-01-12,1000,success
T001322,U03171,2025-03-08,2000,success
T001323,U03173,2025-03-23,2000,success
T001324,U03174,2025-02-24,1000,success
T001325,U03177,2025-01-05,20000,success
T001326,U03179,2025-02-12,10000,success
T001327,U03180,2025-01-11,10000,success
T001328,U03183,2025-05-03,2000,success
T001329,U03185,2025-01-13,2000,success
T001330,U03186,2025-01-23,5000,success
T001331,U03189,2025-01-26,5000,success
T001332,U03190,2025-03-21,5000,success
T001333,U03192,2025-02-17,1000,success
T001334,U03193,2025-03-02,5000,success
T001335,U03195,2025-02-04,20000,success
T001336,U03199,2025-02-06,1000,success
T001337,U03200,2025-03-20,2000,success
T001338,U03204,2025-03-06,2000,success
T001339,U03205,2025-03-06,5000,success
T001340,U03206,2025-01-08,1000,success
T001341,U03211,2025-03-02,10000,success
T001342,U03212,2025-01-25,1000,success
T001343,U03213,2025-03-28,10000,success
T001344,U03217,2025-03-30,1000,success
T001345,U03218,2025-02-06,1000,success
T001346,U03221,2025-01-02,10000,success
T001347,U03225,2025-03-01,10000,success
T001348,U03227,2025-03-16,20000,success
T001349,U03229,2025-03-26,1000,success
T001350,U03231,2025-04-11,2000,success
T001351,U03232,2025-01-25,1000,success
T001352,U03234,2025-01-31,1000,success
T001353,U03249,2025-02-24,1000,success
T001354,U03250,2025-04-04,1000,success
T001355,U03251,2025-02-22,10000,success
T001356,U03252,2025-02-07,1000,success
T001357,U03256,2025-03-07,5000,success
T001358,U03257,2025-04-15,5000,success
T001359,U03259,2025-03-08,1000,success
T001360,U03260,2025-03-05,20000,success
T001361,U03262,2025-01-11,2000,success
T001362,U03263,2025-02-02,20000,success
T001363,U03264,2025-04-04,20000,success
T001364,U03270,2025-01-06,20000,success
T001365,U03272,2025-01-07,10000,success
T001366,U03276,2025-05-02,1000,success
T001367,U03277,2025-04-13,1000,success
T001368,U03281,2025-03-31,5000,success
T001369,U03282,2025-03-03,2000,success
T001370,U03289,2025-04-02,10000,success
T001371,U03293,2025-02-25,5000,success
T001372,U03294,2025-03-27,1000,success
T001373,U03296,2025-02-19,1000,success
T001374,U03297,2025-02-04,1000,success
T001375,U03304,2025-03-07,5000,success
T001376,U03305,2025-01-21,1000,success
T001377,U03307,2025-02-26,5000,success
T001378,U03308,2025-04-30,5000,success
T001379,U03311,2025-02-04,1000,success
T001380,U03312,2025-02-26,5000,success
T001381,U03316,2025-04-11,5000,success
T001382,U03318,2025-04-06,2000,success
T001383,U03319,2025-02-23,20000,success
T001384,U03322,2025-02-13,1000,success
T001385,U03325,2025-01-16,2000,success
T001386,U03336,2025-02-19,10000,success
T001387,U03337,2025-02-01,2000,success
T001388,U03339,2025-01-16,2000,success
T001389,U03340,2025-04-24,5000,success
T001390,U03343,2025-04-14,5000,success
T001391,U03344,2025-01-24,1000,success
T001392,U03347,2025-05-03,2000,success
T001393,U03349,2025-01-10,2000,success
T001394,U03352,2025-03-16,5000,success
T001395,U03356,2025-03-02,5000,success
